is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
41155_Q1,Quellung Hausmethode K10_1,30.68,percent
41155_Q2,Quellung Hausmethode K10_1,43.19,percent
41155_Q3,Quellung Hausmethode K10_1,28.86,percent
41155_Q4,Quellung Hausmethode K10_1,36.21,percent
41155_Q5,Quellung Hausmethode K10_1,27.62,percent
41155_Q6,Quellung Hausmethode K10_1,30.48,percent
41155_Q7,Quellung Hausmethode K10_1,30.28,percent
41155_Q1,Quellung Hausmethode K10_2,38.33,percent
41155_Q2,Quellung Hausmethode K10_2,40.97,percent
41155_Q3,Quellung Hausmethode K10_2,31.49,percent
41155_Q4,Quellung Hausmethode K10_2,38.52,percent
41155_Q5,Quellung Hausmethode K10_2,31.49,percent
41155_Q6,Quellung Hausmethode K10_2,35.05,percent
41155_Q7,Quellung Hausmethode K10_2,32.68,percent
41155_Q1,Masse pro Messzeit_1,26.28,g
41155_Q2,Masse pro Messzeit_1,26.58,g
41155_Q3,Masse pro Messzeit_1,24.58,g
41155_Q4,Masse pro Messzeit_1,25.48,g
41155_Q5,Masse pro Messzeit_1,23.0,g
41155_Q6,Masse pro Messzeit_1,24.22,g
41155_Q7,Masse pro Messzeit_1,24.74,g
41155_Q1,Masse pro Messzeit_2,24.16,g
41155_Q2,Masse pro Messzeit_2,26.28,g
41155_Q3,Masse pro Messzeit_2,23.16,g
41155_Q4,Masse pro Messzeit_2,25.06,g
41155_Q5,Masse pro Messzeit_2,22.02,g
41155_Q6,Masse pro Messzeit_2,23.12,g
41155_Q7,Masse pro Messzeit_2,23.48,g
41155_Q1,Hardness_mean_value,60.33,Shore A
41155_Q2,Hardness_mean_value,59.77,Shore A
41155_Q3,Hardness_mean_value,61.33,Shore A
41155_Q4,Hardness_mean_value,60.07,Shore A
41155_Q5,Hardness_mean_value,60.03,Shore A
41155_Q6,Hardness_mean_value,60.6,Shore A
41155_Q7,Hardness_mean_value,62.0,Shore A
41155_Q1,Rebound_mean_value_1,42.2,percent
41155_Q2,Rebound_mean_value_1,41.73,percent
41155_Q3,Rebound_mean_value_1,42.4,percent
41155_Q4,Rebound_mean_value_1,41.87,percent
41155_Q5,Rebound_mean_value_1,42.27,percent
41155_Q6,Rebound_mean_value_1,42.0,percent
41155_Q7,Rebound_mean_value_1,42.2,percent
41155_Q1,Rebound_mean_value_2,65.5,percent
41155_Q2,Rebound_mean_value_2,64.5,percent
41155_Q3,Rebound_mean_value_2,67.5,percent
41155_Q4,Rebound_mean_value_2,64.5,percent
41155_Q5,Rebound_mean_value_2,65.5,percent
41155_Q6,Rebound_mean_value_2,66.5,percent
41155_Q7,Rebound_mean_value_2,65.5,percent
41155_Q1,S50,1.3,MPa
41155_Q2,S50,1.4,MPa
41155_Q3,S50,1.3,MPa
41155_Q4,S50,1.3,MPa
41155_Q5,S50,1.4,MPa
41155_Q6,S50,1.3,MPa
41155_Q7,S50,1.3,MPa
41155_Q1,S100,2.6,MPa
41155_Q2,S100,2.8,MPa
41155_Q3,S100,2.5,MPa
41155_Q4,S100,2.6,MPa
41155_Q5,S100,3.0,MPa
41155_Q6,S100,2.5,MPa
41155_Q7,S100,2.6,MPa
41155_Q1,S300,16.8,MPa
41155_Q2,S300,17.1,MPa
41155_Q3,S300,15.9,MPa
41155_Q4,S300,16.0,MPa
41155_Q5,S300,19.1,MPa
41155_Q6,S300,15.6,MPa
41155_Q7,S300,16.4,MPa
41155_Q1,D Median,330.0,percent
41155_Q2,D Median,331.0,percent
41155_Q3,D Median,358.0,percent
41155_Q4,D Median,371.0,percent
41155_Q5,D Median,297.0,percent
41155_Q6,D Median,384.0,percent
41155_Q7,D Median,344.0,percent
41155_Q1,F Median,19.5,MPa
41155_Q2,F Median,19.7,MPa
41155_Q3,F Median,20.8,MPa
41155_Q4,F Median,21.1,MPa
41155_Q5,F Median,19.8,MPa
41155_Q6,F Median,22.4,MPa
41155_Q7,F Median,19.8,MPa
41155_Q1,E_dash_0_degree_celcius,14.79,MPa
41155_Q2,E_dash_0_degree_celcius,13.38,MPa
41155_Q3,E_dash_0_degree_celcius,12.15,MPa
41155_Q4,E_dash_0_degree_celcius,13.53,MPa
41155_Q5,E_dash_0_degree_celcius,12.71,MPa
41155_Q6,E_dash_0_degree_celcius,13.76,MPa
41155_Q7,E_dash_0_degree_celcius,15.88,MPa
41155_Q1,E_double_dash_0_degree_celcius,4.82,MPa
41155_Q2,E_double_dash_0_degree_celcius,4.34,MPa
41155_Q3,E_double_dash_0_degree_celcius,3.87,MPa
41155_Q4,E_double_dash_0_degree_celcius,4.37,MPa
41155_Q5,E_double_dash_0_degree_celcius,4.11,MPa
41155_Q6,E_double_dash_0_degree_celcius,4.28,MPa
41155_Q7,E_double_dash_0_degree_celcius,5.13,MPa
41155_Q1,E_dash_23_degree_celcius,8.55,MPa
41155_Q2,E_dash_23_degree_celcius,7.95,MPa
41155_Q3,E_dash_23_degree_celcius,7.41,MPa
41155_Q4,E_dash_23_degree_celcius,8.01,MPa
41155_Q5,E_dash_23_degree_celcius,7.78,MPa
41155_Q6,E_dash_23_degree_celcius,8.23,MPa
41155_Q7,E_dash_23_degree_celcius,9.03,MPa
41155_Q1,E_double_dash_23_degree_celcius,1.28,MPa
41155_Q2,E_double_dash_23_degree_celcius,1.19,MPa
41155_Q3,E_double_dash_23_degree_celcius,1.04,MPa
41155_Q4,E_double_dash_23_degree_celcius,1.21,MPa
41155_Q5,E_double_dash_23_degree_celcius,1.07,MPa
41155_Q6,E_double_dash_23_degree_celcius,1.2,MPa
41155_Q7,E_double_dash_23_degree_celcius,1.31,MPa
41155_Q1,E_dash_60_degree_celcius,5.74,MPa
41155_Q2,E_dash_60_degree_celcius,5.35,MPa
41155_Q3,E_dash_60_degree_celcius,5.08,MPa
41155_Q4,E_dash_60_degree_celcius,5.48,MPa
41155_Q5,E_dash_60_degree_celcius,5.52,MPa
41155_Q6,E_dash_60_degree_celcius,5.63,MPa
41155_Q7,E_dash_60_degree_celcius,5.99,MPa
41155_Q1,E_double_dash_60_degree_celcius,0.39,MPa
41155_Q2,E_double_dash_60_degree_celcius,0.43,MPa
41155_Q3,E_double_dash_60_degree_celcius,0.35,MPa
41155_Q4,E_double_dash_60_degree_celcius,0.4,MPa
41155_Q5,E_double_dash_60_degree_celcius,0.32,MPa
41155_Q6,E_double_dash_60_degree_celcius,0.39,MPa
41155_Q7,E_double_dash_60_degree_celcius,0.4,MPa
41155_Q1,tand d max,0.734,
41155_Q2,tand d max,0.776,
41155_Q3,tand d max,0.766,
41155_Q4,tand d max,0.761,
41155_Q5,tand d max,0.792,
41155_Q6,tand d max,0.725,
41155_Q7,tand d max,0.698,
41155_Q1,Temperatur tan d max,-22.2,[°C]
41155_Q2,Temperatur tan d max,-23.2,[°C]
41155_Q3,Temperatur tan d max,-23.2,[°C]
41155_Q4,Temperatur tan d max,-23.2,[°C]
41155_Q5,Temperatur tan d max,-22.3,[°C]
41155_Q6,Temperatur tan d max,-22.2,[°C]
41155_Q7,Temperatur tan d max,-22.3,[°C]
41155_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.35,MPa
41155_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.16,MPa
41155_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.89,MPa
41155_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.06,MPa
41155_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.89,MPa
41155_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.96,MPa
41155_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.15,MPa
41155_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.25,MPa
41155_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.2,MPa
41155_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.15,MPa
41155_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.18,MPa
41155_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.17,MPa
41155_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.16,MPa
41155_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.23,MPa
41155_Q1,tan_d_7_percent_1_Messung,0.16,MPa
41155_Q2,tan_d_7_percent_1_Messung,0.162,MPa
41155_Q3,tan_d_7_percent_1_Messung,0.145,MPa
41155_Q4,tan_d_7_percent_1_Messung,0.152,MPa
41155_Q5,tan_d_7_percent_1_Messung,0.137,MPa
41155_Q6,tan_d_7_percent_1_Messung,0.144,MPa
41155_Q7,tan_d_7_percent_1_Messung,0.148,MPa
41155_Q1,LossModulus_Gdouble_dash(max),0.27,MPa
41155_Q2,LossModulus_Gdouble_dash(max),0.26,MPa
41155_Q3,LossModulus_Gdouble_dash(max),0.21,MPa
41155_Q4,LossModulus_Gdouble_dash(max),0.23,MPa
41155_Q5,LossModulus_Gdouble_dash(max),0.2,MPa
41155_Q6,LossModulus_Gdouble_dash(max),0.21,MPa
41155_Q7,LossModulus_Gdouble_dash(max),0.23,MPa
41851_Q1,ML 1+1,153.1,ME
41851_Q2,ML 1+1,98.12,ME
41851_Q3,ML 1+1,148.04,ME
41851_Q4,ML 1+1,143.31,ME
41851_Q5,ML 1+1,155.69,ME
41851_Q6,ML 1+1,141.78,ME
41851_Q7,ML 1+1,148.51,ME
41851_Q8,ML 1+1,151.39,ME
41851_Q1,ML 1+4,131.79,ME
41851_Q2,ML 1+4,82.43,ME
41851_Q3,ML 1+4,122.52,ME
41851_Q4,ML 1+4,114.75,ME
41851_Q5,ML 1+4,134.84,ME
41851_Q6,ML 1+4,112.91,ME
41851_Q7,ML 1+4,129.77,ME
41851_Q8,ML 1+4,127.71,ME
41851_Q1,MSR,0.223,log(ME)/log(s)
41851_Q2,MSR,0.361,log(ME)/log(s)
41851_Q3,MSR,0.227,log(ME)/log(s)
41851_Q4,MSR,0.249,log(ME)/log(s)
41851_Q5,MSR,0.216,log(ME)/log(s)
41851_Q6,MSR,0.264,log(ME)/log(s)
41851_Q7,MSR,0.231,log(ME)/log(s)
41851_Q8,MSR,0.234,log(ME)/log(s)
41851_Q1,Umsatzzeit 90percent,1179.66,[sec]
41851_Q2,Umsatzzeit 90percent,1086.42,[sec]
41851_Q3,Umsatzzeit 90percent,1042.44,[sec]
41851_Q4,Umsatzzeit 90percent,1023.46,[sec]
41851_Q5,Umsatzzeit 90percent,1125.0,[sec]
41851_Q6,Umsatzzeit 90percent,965.31,[sec]
41851_Q7,Umsatzzeit 90percent,981.9,[sec]
41851_Q8,Umsatzzeit 90percent,896.24,[sec]
41851_Q1,S_dash bei 90percent Umsatz,19.19,dNm
41851_Q2,S_dash bei 90percent Umsatz,18.89,dNm
41851_Q3,S_dash bei 90percent Umsatz,19.16,dNm
41851_Q4,S_dash bei 90percent Umsatz,18.3,dNm
41851_Q5,S_dash bei 90percent Umsatz,19.37,dNm
41851_Q6,S_dash bei 90percent Umsatz,19.33,dNm
41851_Q7,S_dash bei 90percent Umsatz,20.43,dNm
41851_Q8,S_dash bei 90percent Umsatz,18.79,dNm
41851_Q1,Massedruck_1,62.55,bar
41851_Q2,Massedruck_1,50.05,bar
41851_Q3,Massedruck_1,61.15,bar
41851_Q4,Massedruck_1,59.15,bar
41851_Q5,Massedruck_1,63.2,bar
41851_Q6,Massedruck_1,61.65,bar
41851_Q7,Massedruck_1,65.9,bar
41851_Q8,Massedruck_1,60.65,bar
41851_Q1,Massedruck_2,64.7,bar
41851_Q2,Massedruck_2,0.0,bar
41851_Q3,Massedruck_2,63.9,bar
41851_Q4,Massedruck_2,59.45,bar
41851_Q5,Massedruck_2,67.3,bar
41851_Q6,Massedruck_2,64.75,bar
41851_Q7,Massedruck_2,69.6,bar
41851_Q8,Massedruck_2,64.85,bar
41851_Q1,Quellung Hausmethode K10_1,26.17,percent
41851_Q2,Quellung Hausmethode K10_1,29.07,percent
41851_Q3,Quellung Hausmethode K10_1,24.06,percent
41851_Q4,Quellung Hausmethode K10_1,22.98,percent
41851_Q5,Quellung Hausmethode K10_1,25.96,percent
41851_Q6,Quellung Hausmethode K10_1,22.98,percent
41851_Q7,Quellung Hausmethode K10_1,24.06,percent
41851_Q8,Quellung Hausmethode K10_1,27.0,percent
41851_Q1,Quellung Hausmethode K10_2,30.7,percent
41851_Q2,Quellung Hausmethode K10_2,33.3,percent
41851_Q3,Quellung Hausmethode K10_2,29.07,percent
41851_Q4,Quellung Hausmethode K10_2,27.0,percent
41851_Q5,Quellung Hausmethode K10_2,29.07,percent
41851_Q6,Quellung Hausmethode K10_2,24.69,percent
41851_Q7,Quellung Hausmethode K10_2,27.21,percent
41851_Q8,Quellung Hausmethode K10_2,30.5,percent
41851_Q1,Masse pro Messzeit_1,9.16,g
41851_Q2,Masse pro Messzeit_1,10.65,g
41851_Q3,Masse pro Messzeit_1,8.54,g
41851_Q4,Masse pro Messzeit_1,8.85,g
41851_Q5,Masse pro Messzeit_1,7.11,g
41851_Q6,Masse pro Messzeit_1,7.72,g
41851_Q7,Masse pro Messzeit_1,6.32,g
41851_Q8,Masse pro Messzeit_1,6.14,g
41851_Q1,Masse pro Messzeit_2,9.05,g
41851_Q2,Masse pro Messzeit_2,11.13,g
41851_Q3,Masse pro Messzeit_2,9.24,g
41851_Q4,Masse pro Messzeit_2,9.38,g
41851_Q5,Masse pro Messzeit_2,8.43,g
41851_Q6,Masse pro Messzeit_2,9.13,g
41851_Q7,Masse pro Messzeit_2,8.32,g
41851_Q8,Masse pro Messzeit_2,8.4,g
41851_Q1,Hardness_mean_value,66.67,Shore A
41851_Q2,Hardness_mean_value,65.67,Shore A
41851_Q3,Hardness_mean_value,65.6,Shore A
41851_Q4,Hardness_mean_value,64.43,Shore A
41851_Q5,Hardness_mean_value,65.37,Shore A
41851_Q6,Hardness_mean_value,65.8,Shore A
41851_Q7,Hardness_mean_value,67.33,Shore A
41851_Q8,Hardness_mean_value,64.77,Shore A
41851_Q1,Rebound_mean_value_1,39.2,percent
41851_Q2,Rebound_mean_value_1,35.8,percent
41851_Q3,Rebound_mean_value_1,39.27,percent
41851_Q4,Rebound_mean_value_1,38.8,percent
41851_Q5,Rebound_mean_value_1,39.8,percent
41851_Q6,Rebound_mean_value_1,37.6,percent
41851_Q7,Rebound_mean_value_1,38.73,percent
41851_Q8,Rebound_mean_value_1,39.4,percent
41851_Q1,Rebound_mean_value_2,62.5,percent
41851_Q2,Rebound_mean_value_2,56.0,percent
41851_Q3,Rebound_mean_value_2,62.5,percent
41851_Q4,Rebound_mean_value_2,62.5,percent
41851_Q5,Rebound_mean_value_2,62.0,percent
41851_Q6,Rebound_mean_value_2,62.5,percent
41851_Q7,Rebound_mean_value_2,62.5,percent
41851_Q8,Rebound_mean_value_2,61.5,percent
41851_Q1,S50,1.4,MPa
41851_Q2,S50,1.4,MPa
41851_Q3,S50,1.5,MPa
41851_Q4,S50,1.4,MPa
41851_Q5,S50,1.5,MPa
41851_Q6,S50,1.5,MPa
41851_Q7,S50,1.5,MPa
41851_Q8,S50,1.4,MPa
41851_Q1,S100,2.7,MPa
41851_Q2,S100,2.7,MPa
41851_Q3,S100,2.9,MPa
41851_Q4,S100,2.8,MPa
41851_Q5,S100,2.9,MPa
41851_Q6,S100,2.8,MPa
41851_Q7,S100,2.9,MPa
41851_Q8,S100,2.8,MPa
41851_Q1,S300,17.6,MPa
41851_Q2,S300,15.7,MPa
41851_Q3,S300,18.1,MPa
41851_Q4,S300,17.8,MPa
41851_Q5,S300,18.4,MPa
41851_Q6,S300,17.9,MPa
41851_Q7,S300,17.7,MPa
41851_Q8,S300,17.7,MPa
41851_Q1,D Median,366.0,percent
41851_Q2,D Median,367.0,percent
41851_Q3,D Median,344.0,percent
41851_Q4,D Median,345.0,percent
41851_Q5,D Median,363.0,percent
41851_Q6,D Median,354.0,percent
41851_Q7,D Median,347.0,percent
41851_Q8,D Median,360.0,percent
41851_Q1,F Median,23.7,MPa
41851_Q2,F Median,21.0,MPa
41851_Q3,F Median,21.9,MPa
41851_Q4,F Median,21.9,MPa
41851_Q5,F Median,23.9,MPa
41851_Q6,F Median,22.7,MPa
41851_Q7,F Median,22.0,MPa
41851_Q8,F Median,23.3,MPa
41851_Q1,E_dash_0_degree_celcius,21.26,MPa
41851_Q2,E_dash_0_degree_celcius,26.86,MPa
41851_Q3,E_dash_0_degree_celcius,23.21,MPa
41851_Q4,E_dash_0_degree_celcius,20.89,MPa
41851_Q5,E_dash_0_degree_celcius,23.54,MPa
41851_Q6,E_dash_0_degree_celcius,23.21,MPa
41851_Q7,E_dash_0_degree_celcius,23.88,MPa
41851_Q8,E_dash_0_degree_celcius,21.42,MPa
41851_Q1,E_double_dash_0_degree_celcius,6.39,MPa
41851_Q2,E_double_dash_0_degree_celcius,8.22,MPa
41851_Q3,E_double_dash_0_degree_celcius,7.09,MPa
41851_Q4,E_double_dash_0_degree_celcius,6.43,MPa
41851_Q5,E_double_dash_0_degree_celcius,6.96,MPa
41851_Q6,E_double_dash_0_degree_celcius,7.43,MPa
41851_Q7,E_double_dash_0_degree_celcius,7.12,MPa
41851_Q8,E_double_dash_0_degree_celcius,6.42,MPa
41851_Q1,E_dash_23_degree_celcius,11.45,MPa
41851_Q2,E_dash_23_degree_celcius,13.46,MPa
41851_Q3,E_dash_23_degree_celcius,12.6,MPa
41851_Q4,E_dash_23_degree_celcius,11.33,MPa
41851_Q5,E_dash_23_degree_celcius,13.03,MPa
41851_Q6,E_dash_23_degree_celcius,12.2,MPa
41851_Q7,E_dash_23_degree_celcius,12.81,MPa
41851_Q8,E_dash_23_degree_celcius,11.68,MPa
41851_Q1,E_double_dash_23_degree_celcius,1.73,MPa
41851_Q2,E_double_dash_23_degree_celcius,2.33,MPa
41851_Q3,E_double_dash_23_degree_celcius,1.96,MPa
41851_Q4,E_double_dash_23_degree_celcius,1.73,MPa
41851_Q5,E_double_dash_23_degree_celcius,2.06,MPa
41851_Q6,E_double_dash_23_degree_celcius,1.87,MPa
41851_Q7,E_double_dash_23_degree_celcius,1.96,MPa
41851_Q8,E_double_dash_23_degree_celcius,1.82,MPa
41851_Q1,E_dash_60_degree_celcius,7.77,MPa
41851_Q2,E_dash_60_degree_celcius,8.48,MPa
41851_Q3,E_dash_60_degree_celcius,8.28,MPa
41851_Q4,E_dash_60_degree_celcius,7.5,MPa
41851_Q5,E_dash_60_degree_celcius,8.41,MPa
41851_Q6,E_dash_60_degree_celcius,8.02,MPa
41851_Q7,E_dash_60_degree_celcius,8.47,MPa
41851_Q8,E_dash_60_degree_celcius,7.66,MPa
41851_Q1,E_double_dash_60_degree_celcius,0.53,MPa
41851_Q2,E_double_dash_60_degree_celcius,0.74,MPa
41851_Q3,E_double_dash_60_degree_celcius,0.58,MPa
41851_Q4,E_double_dash_60_degree_celcius,0.52,MPa
41851_Q5,E_double_dash_60_degree_celcius,0.61,MPa
41851_Q6,E_double_dash_60_degree_celcius,0.53,MPa
41851_Q7,E_double_dash_60_degree_celcius,0.57,MPa
41851_Q8,E_double_dash_60_degree_celcius,0.56,MPa
41851_Q1,tand d max,0.528,
41851_Q2,tand d max,0.455,
41851_Q3,tand d max,0.52,
41851_Q4,tand d max,0.534,
41851_Q5,tand d max,0.529,
41851_Q6,tand d max,0.495,
41851_Q7,tand d max,0.472,
41851_Q8,tand d max,0.532,
41851_Q1,Temperatur tan d max,-22.3,[°C]
41851_Q2,Temperatur tan d max,-19.2,[°C]
41851_Q3,Temperatur tan d max,-20.2,[°C]
41851_Q4,Temperatur tan d max,-21.3,[°C]
41851_Q5,Temperatur tan d max,-23.3,[°C]
41851_Q6,Temperatur tan d max,-16.2,[°C]
41851_Q7,Temperatur tan d max,-18.3,[°C]
41851_Q8,Temperatur tan d max,-23.2,[°C]
41851_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.64,MPa
41851_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.94,MPa
41851_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.76,MPa
41851_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.44,MPa
41851_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.42,MPa
41851_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.6,MPa
41851_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.92,MPa
41851_Q8,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.88,MPa
41851_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.42,MPa
41851_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.46,MPa
41851_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.44,MPa
41851_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.37,MPa
41851_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.37,MPa
41851_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.42,MPa
41851_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.52,MPa
41851_Q8,ElasticModulus_G_dash_15_percent_1_Messung,1.49,MPa
41851_Q1,tan_d_7_percent_1_Messung,0.139,MPa
41851_Q2,tan_d_7_percent_1_Messung,0.155,MPa
41851_Q3,tan_d_7_percent_1_Messung,0.14,MPa
41851_Q4,tan_d_7_percent_1_Messung,0.133,MPa
41851_Q5,tan_d_7_percent_1_Messung,0.131,MPa
41851_Q6,tan_d_7_percent_1_Messung,0.133,MPa
41851_Q7,tan_d_7_percent_1_Messung,0.137,MPa
41851_Q8,tan_d_7_percent_1_Messung,0.143,MPa
41851_Q1,LossModulus_Gdouble_dash(max),0.29,MPa
41851_Q2,LossModulus_Gdouble_dash(max),0.35,MPa
41851_Q3,LossModulus_Gdouble_dash(max),0.3,MPa
41851_Q4,LossModulus_Gdouble_dash(max),0.26,MPa
41851_Q5,LossModulus_Gdouble_dash(max),0.25,MPa
41851_Q6,LossModulus_Gdouble_dash(max),0.27,MPa
41851_Q7,LossModulus_Gdouble_dash(max),0.3,MPa
41851_Q8,LossModulus_Gdouble_dash(max),0.31,MPa
41853_Q1,ML 1+1,156.74,ME
41853_Q2,ML 1+1,156.84,ME
41853_Q3,ML 1+1,140.3,ME
41853_Q4,ML 1+1,111.2,ME
41853_Q5,ML 1+1,151.66,ME
41853_Q6,ML 1+1,152.1,ME
41853_Q7,ML 1+1,155.57,ME
41853_Q1,ML 1+4,135.38,ME
41853_Q2,ML 1+4,134.56,ME
41853_Q3,ML 1+4,110.78,ME
41853_Q4,ML 1+4,90.81,ME
41853_Q5,ML 1+4,130.03,ME
41853_Q6,ML 1+4,131.87,ME
41853_Q7,ML 1+4,132.53,ME
41853_Q1,MSR,0.212,log(ME)/log(s)
41853_Q2,MSR,0.211,log(ME)/log(s)
41853_Q3,MSR,0.297,log(ME)/log(s)
41853_Q4,MSR,0.351,log(ME)/log(s)
41853_Q5,MSR,0.212,log(ME)/log(s)
41853_Q6,MSR,0.216,log(ME)/log(s)
41853_Q7,MSR,0.222,log(ME)/log(s)
41853_Q1,Umsatzzeit 90percent,1019.52,[sec]
41853_Q2,Umsatzzeit 90percent,1040.28,[sec]
41853_Q3,Umsatzzeit 90percent,921.78,[sec]
41853_Q4,Umsatzzeit 90percent,1110.18,[sec]
41853_Q5,Umsatzzeit 90percent,1023.48,[sec]
41853_Q6,Umsatzzeit 90percent,1045.44,[sec]
41853_Q7,Umsatzzeit 90percent,958.62,[sec]
41853_Q1,S_dash bei 90percent Umsatz,19.61,dNm
41853_Q2,S_dash bei 90percent Umsatz,19.79,dNm
41853_Q3,S_dash bei 90percent Umsatz,19.84,dNm
41853_Q4,S_dash bei 90percent Umsatz,20.57,dNm
41853_Q5,S_dash bei 90percent Umsatz,20.02,dNm
41853_Q6,S_dash bei 90percent Umsatz,20.09,dNm
41853_Q7,S_dash bei 90percent Umsatz,19.75,dNm
41853_Q1,Massedruck_1,59.2,bar
41853_Q2,Massedruck_1,60.8,bar
41853_Q3,Massedruck_1,56.75,bar
41853_Q4,Massedruck_1,48.8,bar
41853_Q5,Massedruck_1,60.15,bar
41853_Q6,Massedruck_1,60.35,bar
41853_Q7,Massedruck_1,59.2,bar
41853_Q1,Massedruck_2,60.3,bar
41853_Q2,Massedruck_2,61.05,bar
41853_Q3,Massedruck_2,56.1,bar
41853_Q4,Massedruck_2,48.1,bar
41853_Q5,Massedruck_2,63.4,bar
41853_Q6,Massedruck_2,62.4,bar
41853_Q7,Massedruck_2,60.1,bar
41853_Q1,Quellung Hausmethode K10_1,23.63,percent
41853_Q2,Quellung Hausmethode K10_1,21.9,percent
41853_Q3,Quellung Hausmethode K10_1,15.44,percent
41853_Q4,Quellung Hausmethode K10_1,27.42,percent
41853_Q5,Quellung Hausmethode K10_1,19.94,percent
41853_Q6,Quellung Hausmethode K10_1,22.34,percent
41853_Q7,Quellung Hausmethode K10_1,22.12,percent
41853_Q1,Quellung Hausmethode K10_2,26.38,percent
41853_Q2,Quellung Hausmethode K10_2,26.38,percent
41853_Q3,Quellung Hausmethode K10_2,18.16,percent
41853_Q4,Quellung Hausmethode K10_2,163.21,percent
41853_Q5,Quellung Hausmethode K10_2,27.0,percent
41853_Q6,Quellung Hausmethode K10_2,27.0,percent
41853_Q7,Quellung Hausmethode K10_2,24.9,percent
41853_Q1,Masse pro Messzeit_1,18.76,g
41853_Q2,Masse pro Messzeit_1,18.54,g
41853_Q3,Masse pro Messzeit_1,20.78,g
41853_Q4,Masse pro Messzeit_1,24.6,g
41853_Q5,Masse pro Messzeit_1,17.22,g
41853_Q6,Masse pro Messzeit_1,17.06,g
41853_Q7,Masse pro Messzeit_1,19.4,g
41853_Q1,Masse pro Messzeit_2,10.46,g
41853_Q2,Masse pro Messzeit_2,10.41,g
41853_Q3,Masse pro Messzeit_2,11.12,g
41853_Q4,Masse pro Messzeit_2,13.07,g
41853_Q5,Masse pro Messzeit_2,9.69,g
41853_Q6,Masse pro Messzeit_2,9.59,g
41853_Q7,Masse pro Messzeit_2,10.5,g
41853_Q1,Hardness_mean_value,68.07,Shore A
41853_Q2,Hardness_mean_value,66.07,Shore A
41853_Q3,Hardness_mean_value,68.37,Shore A
41853_Q4,Hardness_mean_value,68.93,Shore A
41853_Q5,Hardness_mean_value,67.17,Shore A
41853_Q6,Hardness_mean_value,67.83,Shore A
41853_Q7,Hardness_mean_value,68.33,Shore A
